,level_0,index,YearStart,QTarget,Latitude,Longitude,Q1,Q2,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q15,Q17,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q32,Q33,Q34,Q39,Q43,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q70,Hispanic,Black,Male,Overall,White,Female
187,341.0,341.0,2017.0,31.7,38.90719,-77.03687,34.1,97.1,43.7,72.5,15.6,13.1,3.4,10.6,89.4,3.5,35.4,43.7,11.1,24.3,34.8,16.0,14.7,14.6,27.7,5.9,17.3,94.3,25.4,66.2,2.5,3.6,60.0,64.4,51.6,2.8,54.8,12.2,12.0,42.3,11.133333333333333,5.0,1.3,2.0,6.9,0.0,0.0,0.0,0.0,1.0,0.0
188,45.0,45.0,2021.0,41.1,39.3607,-111.58713,44.1,95.3,55.0,68.8,21.3,29.4,4.2,20.0,80.0,4.8,15.1,36.9,17.4,24.6,35.8,20.0,20.1,17.4,30.1,7.8,30.7,85.7,33.4,59.2,3.9,8.7,67.5,60.6,43.2,4.2,30.0,15.2,30.5,68.5,10.5,11.1,2.3,2.9,8.1,0.0,0.0,1.0,0.0,0.0,0.0
189,239.0,239.0,2021.0,54.3,34.52088,-106.24058,44.3,95.5,56.7,65.0,35.5,31.1,5.3,39.5,60.5,4.2,15.8,51.0,20.6,26.4,34.0,38.8,36.5,46.3,46.3,10.4,29.1,82.8,34.3,75.5,3.8,15.2,64.5,60.4,40.4,4.5,24.8,25.6,38.2,73.7,13.5,20.9,2.9,3.5,12.6,1.0,0.0,0.0,0.0,0.0,0.0
190,415.0,415.0,2017.0,42.3,42.27687,-72.08269,50.0,95.5,58.4,57.5,34.1,26.9,5.3,22.7,77.3,3.5,18.8,48.0,23.9,32.2,44.4,29.9,32.1,26.6,38.1,11.4,28.6,91.6,31.0,78.1,5.6,9.5,67.3,64.2,42.4,3.9,36.3,24.8,25.9,61.4,6.2,15.2,2.4,3.8,13.7,0.0,0.0,0.0,1.0,0.0,0.0
191,199.0,199.0,2021.0,52.2,40.48501,-88.99771,51.9,93.9,60.1,72.9,36.5,32.7,4.8,21.3,78.7,4.6,14.8,40.6,22.0,28.7,41.3,27.5,36.3,27.2,41.1,8.7,30.0,89.0,32.3,80.8,5.5,10.8,70.4,56.0,50.1,4.1,29.7,27.2,34.1,68.7,7.9,14.9,2.7,3.4,12.0,0.0,0.0,0.0,1.0,0.0,0.0
192,123.0,123.0,2021.0,45.1,34.52088,-106.24058,35.7,94.7,54.5,63.5,25.9,25.8,4.9,26.8,73.2,5.0,16.8,47.3,20.0,24.9,31.7,33.8,23.1,34.1,47.5,6.6,34.1,82.7,36.4,71.2,4.5,12.6,69.2,62.8,39.1,3.6,25.7,19.6,33.5,72.8,12.1,18.6,2.7,3.4,14.0,0.0,0.0,1.0,0.0,0.0,0.0
193,403.0,403.0,2017.0,40.3,42.27687,-72.08269,41.7,97.3,61.4,60.5,24.7,26.3,4.6,20.9,79.1,4.1,22.3,44.3,19.6,25.9,40.4,23.7,27.9,21.8,41.6,8.7,30.9,91.2,32.5,75.3,4.6,9.5,70.1,64.0,38.6,3.1,29.0,23.1,27.6,69.8,8.3,13.9,1.8,3.2,14.8,0.0,0.0,1.0,0.0,0.0,0.0
194,101.0,101.0,2021.0,47.4,32.84057,-86.63186,53.0,97.7,69.2,70.3,36.0,30.2,6.2,26.4,73.6,5.3,17.3,47.5,28.7,35.6,48.6,34.4,38.3,33.7,45.0,5.9,44.6,89.4,40.9,78.1,8.6,14.4,80.5,64.3,38.9,4.5,24.1,26.9,38.0,74.3,15.4,16.8,2.8,3.8,19.1,0.0,0.0,1.0,0.0,0.0,0.0
195,394.0,394.0,2017.0,51.3,37.64597,-84.77497,46.7,95.0,66.9,56.4,40.4,34.9,7.9,38.3,61.7,6.2,20.6,57.5,28.4,37.4,49.8,50.4,40.8,37.3,56.1,8.7,43.1,89.3,36.9,78.3,11.0,12.8,81.3,65.8,37.2,4.5,26.8,31.1,36.0,72.0,11.0,25.0,3.5,5.2,26.9,0.0,0.0,1.0,0.0,0.0,0.0
196,138.0,138.0,2021.0,40.1,44.66132,-84.71439,53.8,97.2,59.2,71.8,29.5,31.8,4.6,20.1,79.9,4.8,15.8,42.4,31.8,40.2,49.3,26.7,31.1,25.5,38.3,11.5,35.6,91.9,38.1,80.3,7.8,10.3,74.7,64.6,51.1,4.9,29.6,22.0,34.1,68.5,5.2,15.1,3.0,3.8,16.6,0.0,0.0,0.0,0.0,1.0,0.0
197,93.0,93.0,2021.0,39.0,41.70828,-71.52247,56.8,98.0,60.6,76.5,29.2,25.0,4.9,19.8,80.2,4.0,17.3,33.5,28.4,34.5,51.4,24.6,30.4,29.5,34.1,12.6,32.9,93.0,33.9,81.5,5.7,10.4,68.7,61.9,55.1,4.5,31.9,24.2,30.1,66.3,6.6,13.9,2.7,3.6,12.4,0.0,0.0,0.0,1.0,0.0,0.0
198,188.0,188.0,2021.0,32.7,21.30485,-157.85775,43.5,96.1,47.6,65.1,19.0,18.4,4.2,15.8,84.2,5.1,17.4,37.3,25.1,33.5,38.4,18.2,19.2,17.1,33.5,6.7,27.2,89.0,34.3,77.2,4.6,6.7,78.0,71.9,49.7,3.8,39.9,13.6,22.3,57.7,3.3,10.5,2.2,2.8,7.8,0.0,0.0,0.0,0.0,1.0,0.0
199,191.0,191.0,2021.0,37.7,43.62538,-72.51764,54.2,97.0,51.7,73.5,24.9,26.9,4.1,16.9,83.1,5.1,17.0,39.6,28.7,39.0,49.8,22.4,26.3,21.4,32.8,11.8,29.8,90.0,32.2,73.8,6.6,8.5,68.2,56.8,54.5,5.1,36.5,17.8,29.0,61.1,5.9,12.3,2.8,3.3,14.8,0.0,0.0,0.0,1.0,0.0,0.0
200,492.0,492.0,2017.0,45.5,39.49324,-117.07184,44.7,96.6,59.8,58.1,31.6,24.9,5.8,22.2,77.8,5.6,17.5,49.3,26.4,28.1,42.3,32.6,31.5,26.3,40.8,10.3,36.1,93.5,32.8,74.4,9.0,10.3,74.6,58.1,37.0,3.5,32.7,23.4,25.1,65.2,11.7,16.9,2.7,4.5,18.3,0.0,0.0,0.0,0.0,1.0,0.0
201,162.0,162.0,2021.0,43.4,32.83968,-83.62758,57.5,99.2,65.8,64.8,35.0,29.2,5.0,24.3,75.7,4.5,9.5,48.4,28.7,35.2,49.4,33.3,37.4,41.3,47.0,12.9,34.5,92.8,36.6,85.2,7.9,11.7,75.2,68.6,41.7,5.4,31.3,26.3,35.8,66.5,16.8,18.7,3.0,4.0,13.2,0.0,0.0,0.0,0.0,0.0,1.0
202,56.0,56.0,2021.0,33.0,38.84384,-106.13361,50.7,97.1,51.6,73.8,20.7,21.8,3.9,14.5,85.5,4.2,18.7,38.1,26.7,37.5,46.5,20.7,21.1,19.7,34.0,10.9,27.6,90.1,33.3,72.5,5.6,6.2,64.8,62.2,53.0,4.7,38.9,13.4,23.7,58.7,6.5,10.8,2.6,3.2,11.1,0.0,0.0,0.0,0.0,1.0,0.0
203,487.0,487.0,2017.0,43.1,34.52088,-106.24058,46.5,95.1,53.3,55.2,31.1,21.7,6.1,28.3,71.7,4.7,14.7,57.1,25.4,30.2,44.2,41.0,30.0,34.4,52.5,10.5,30.5,87.9,29.8,73.1,5.9,10.7,65.8,52.3,39.7,4.3,32.7,24.5,28.4,65.2,14.3,21.4,3.0,4.6,17.5,0.0,0.0,0.0,1.0,0.0,0.0
204,406.0,406.0,2017.0,46.3,31.31266,-92.44568,46.1,97.9,70.6,54.0,28.7,35.2,6.3,31.5,68.5,4.8,22.7,51.0,22.8,31.1,45.7,43.1,38.7,31.7,54.0,5.9,40.4,89.3,34.7,77.0,7.4,12.8,79.1,66.4,31.4,4.1,25.4,30.2,36.0,73.1,16.5,20.7,3.3,4.6,25.4,0.0,0.0,1.0,0.0,0.0,0.0
205,311.0,311.0,2017.0,52.2,34.74865,-92.27449,58.3,97.4,66.5,59.9,45.8,29.2,6.7,35.6,64.4,3.8,11.1,62.6,36.7,44.4,57.1,47.4,42.9,41.7,62.2,12.0,39.7,90.3,33.1,83.2,11.0,12.4,78.0,63.2,45.9,5.5,32.6,35.9,37.4,66.3,8.1,25.9,4.0,5.9,21.6,0.0,0.0,0.0,0.0,0.0,1.0
206,392.0,392.0,2017.0,37.8,40.48501,-88.99771,50.7,97.3,61.6,54.8,30.8,30.2,5.3,23.7,76.3,3.7,20.3,47.7,24.4,36.9,48.7,32.6,30.5,26.3,41.4,8.2,32.2,91.1,31.8,75.7,6.7,11.0,67.7,61.3,37.5,3.8,32.5,24.0,31.1,65.8,12.6,17.9,2.4,3.9,15.5,0.0,0.0,0.0,1.0,0.0,0.0
207,28.0,28.0,2021.0,43.9,33.99882,-81.04537,46.8,96.9,65.1,66.3,26.8,32.6,5.0,23.2,76.8,5.7,19.5,38.1,25.3,33.0,45.0,29.0,27.9,29.9,42.4,6.9,38.2,88.4,37.1,79.4,6.7,13.2,73.5,58.8,37.1,4.2,24.6,22.4,33.8,73.6,16.2,16.6,2.7,3.7,17.7,0.0,0.0,1.0,0.0,0.0,0.0
208,57.0,57.0,2021.0,45.8,35.46622,-79.15925,47.5,97.5,65.5,71.2,21.3,33.5,4.2,20.4,79.6,4.9,19.9,38.7,23.4,34.1,47.3,27.5,24.3,28.4,41.5,5.1,35.7,88.1,38.2,79.2,6.1,12.2,75.0,63.9,42.9,3.6,26.8,19.5,34.1,72.1,15.0,14.0,2.3,3.3,17.8,0.0,0.0,1.0,0.0,0.0,0.0
209,106.0,106.0,2021.0,42.9,40.06021,-82.40426,53.5,97.7,62.2,66.3,35.7,35.7,4.7,24.0,76.0,4.9,16.8,41.9,30.1,38.6,51.6,31.5,37.3,32.6,41.9,10.4,35.6,89.0,35.5,79.5,8.6,12.6,75.7,64.4,44.2,5.2,27.5,25.9,37.7,71.1,8.1,16.8,3.0,3.8,18.0,0.0,0.0,0.0,1.0,0.0,0.0
210,249.0,249.0,2021.0,42.4,44.56745,-120.15503,57.8,96.3,59.6,67.4,25.7,26.6,4.7,18.2,81.8,4.0,11.3,46.9,30.7,37.8,54.2,27.7,31.5,27.8,43.3,14.5,28.3,88.8,32.1,77.6,7.0,9.0,62.2,63.7,52.2,5.9,36.2,21.9,31.1,61.2,6.1,15.5,3.5,3.8,11.7,0.0,0.0,0.0,0.0,0.0,1.0
211,419.0,419.0,2017.0,39.1,42.27687,-72.08269,50.9,96.2,57.5,56.7,31.8,27.0,5.1,19.2,80.8,3.4,21.0,45.9,27.0,33.7,44.8,25.3,29.8,23.4,32.9,11.5,30.5,93.3,31.7,78.9,6.5,9.1,72.1,61.0,43.3,3.9,35.0,23.1,25.9,62.7,3.7,13.1,2.3,3.9,13.2,0.0,0.0,0.0,0.0,1.0,0.0
212,235.0,235.0,2021.0,42.5,41.64104,-99.36572,46.0,96.6,60.4,68.9,32.5,36.2,3.9,23.0,77.0,5.1,24.8,36.5,21.2,28.7,38.0,27.7,30.9,19.7,33.7,5.7,34.5,84.6,36.4,74.9,5.2,10.1,71.6,61.1,44.5,3.4,22.4,23.3,36.8,76.6,11.3,14.8,2.2,2.8,14.2,0.0,0.0,1.0,0.0,0.0,0.0
213,176.0,176.0,2021.0,43.1,32.83968,-83.62758,52.7,98.1,68.3,63.2,33.8,28.9,5.0,25.4,74.6,5.6,14.5,47.3,24.9,32.2,47.4,34.4,35.3,39.1,47.7,9.4,36.6,91.2,36.6,81.4,6.6,12.3,75.3,63.0,37.9,4.7,30.0,23.7,33.9,68.0,16.8,18.1,2.8,3.7,15.0,0.0,0.0,0.0,1.0,0.0,0.0
214,0.0,0.0,2021.0,41.8,39.3607,-111.58713,31.5,93.7,67.1,57.0,38.6,32.13333333333333,5.9,26.6,73.4,3.6,17.6,43.4,10.2,14.7,29.4,41.0,35.7,40.8,48.8,7.3,22.5,85.2,27.8,59.1,2.2,8.6,57.3,60.6,33.0,5.4,28.0,31.1,37.0,70.9,30.9,18.7,2.9,3.5,9.3,1.0,0.0,0.0,0.0,0.0,0.0
215,151.0,151.0,2021.0,43.8,40.06021,-82.40426,48.3,97.4,64.0,65.7,30.5,37.6,4.5,24.9,75.1,5.6,20.3,38.0,25.7,34.7,45.2,31.4,31.6,26.9,40.5,6.9,37.6,86.2,37.4,76.7,7.6,13.3,77.8,62.8,39.8,4.3,23.9,22.8,36.4,74.6,10.1,16.4,2.7,3.5,17.9,0.0,0.0,1.0,0.0,0.0,0.0
216,261.0,261.0,2021.0,36.7,43.62538,-72.51764,54.1,97.1,51.4,74.1,24.1,26.6,3.9,16.4,83.6,5.0,16.9,38.8,29.5,39.2,50.8,21.4,25.6,20.5,31.0,11.7,30.2,90.5,32.6,74.2,6.6,8.6,68.3,55.8,55.3,5.0,36.5,17.3,29.2,61.6,6.0,11.7,2.7,3.2,14.5,0.0,0.0,0.0,0.0,1.0,0.0
217,553.0,553.0,2017.0,39.3,31.82724,-99.42677,46.5,98.3,59.7,59.0,35.0,27.6,4.9,23.9,76.1,5.0,17.5,51.7,26.7,35.6,48.3,33.2,41.1,27.5,43.4,8.7,37.7,91.2,35.9,72.5,6.8,10.7,68.9,67.6,40.3,4.0,31.9,28.4,30.4,66.3,12.9,17.6,2.5,4.0,16.5,0.0,0.0,0.0,0.0,1.0,0.0
218,346.0,346.0,2017.0,37.5,41.56266,-72.64984,49.0,97.7,59.4,62.6,28.7,26.4,4.5,22.2,77.8,3.5,15.4,47.3,23.2,32.4,43.6,28.3,31.7,25.4,39.0,10.7,30.5,94.5,30.7,76.8,5.7,9.8,69.8,62.0,45.8,3.4,35.1,24.0,26.9,63.2,9.6,14.5,2.2,3.5,12.7,0.0,0.0,0.0,1.0,0.0,0.0
219,468.0,468.0,2017.0,42.5,41.64104,-99.36572,50.4,96.2,60.0,65.5,30.5,31.8,4.5,21.7,78.3,4.1,20.6,46.2,24.0,31.6,49.7,29.2,32.0,20.1,39.9,8.2,30.6,89.5,30.4,78.7,5.7,10.2,65.5,56.9,46.7,3.4,29.2,25.4,32.8,69.0,14.3,14.9,2.2,3.3,15.4,0.0,0.0,0.0,1.0,0.0,0.0
220,178.0,178.0,2021.0,44.9,37.63864,-121.0,56.3,95.0,73.6,53.3,29.5,24.7,8.1,30.6,69.4,5.7,10.7,42.0,30.1,35.0,41.0,38.3,36.1,45.6,46.06666666666666,15.1,47.3,92.5,38.9,80.7,6.0,17.5,85.1,63.6,36.5,5.8,20.2,23.4,37.0,79.2,13.633333333333335,20.0,3.7,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
221,476.0,476.0,2017.0,46.5,41.64104,-99.36572,51.4,99.3,86.0,60.86666666666667,42.9,42.8,5.733333333333333,34.8,65.2,4.766666666666667,9.9,64.3,22.2,28.1,50.1,50.4,39.8,51.7,63.4,11.2,44.4,90.1,30.1,85.5,7.3,14.9,81.8,64.6,41.4,4.6,21.7,31.1,44.9,74.5,18.1,22.5,3.7,4.6,21.2,0.0,1.0,0.0,0.0,0.0,0.0
222,535.0,535.0,2017.0,37.1,40.79373,-77.8607,55.4,97.0,60.1,63.2,33.2,32.5,5.3,24.4,75.6,4.6,18.2,49.7,29.2,39.9,56.6,33.9,35.1,27.4,43.3,10.1,32.6,91.2,31.3,78.6,6.7,10.6,73.0,63.9,44.4,4.2,30.8,24.9,31.6,67.1,8.5,18.6,2.9,4.4,18.8,0.0,0.0,0.0,1.0,0.0,0.0
223,508.0,508.0,2017.0,42.4,40.06021,-82.40426,58.5,96.7,68.3,59.6,42.6,41.2,5.7,36.1,63.9,4.6,16.7,55.7,26.7,35.6,55.1,39.0,41.0,47.5,57.7,14.2,39.9,91.0,26.5,82.6,8.2,14.3,81.5,63.3,41.9,4.3,26.0,34.6,41.7,73.1,12.0,23.7,3.0,4.3,24.6,0.0,1.0,0.0,0.0,0.0,0.0
224,349.0,349.0,2017.0,44.1,32.83968,-83.62758,54.9,97.4,63.7,59.5,41.6,29.2,5.6,28.9,71.1,4.0,8.8,54.6,25.1,32.9,49.1,36.9,47.5,35.9,45.8,10.2,32.5,93.2,29.5,82.1,8.0,11.8,68.7,60.9,38.8,4.2,36.5,32.9,33.6,61.5,18.8,19.3,2.6,3.7,14.3,0.0,0.0,0.0,0.0,0.0,1.0
225,167.0,167.0,2021.0,44.6,43.68263,-114.36373,47.8,95.4,56.1,63.2,25.9,27.5,4.3,17.9,82.1,4.8,13.7,43.8,26.4,33.5,44.9,24.3,27.1,23.9,37.2,9.3,31.7,86.5,34.4,74.8,5.9,9.5,71.5,59.8,42.1,4.3,31.5,20.0,31.0,67.0,8.1,12.6,2.7,3.5,13.0,0.0,0.0,0.0,0.0,1.0,0.0
226,142.0,142.0,2021.0,50.4,40.48501,-88.99771,54.3,94.9,57.8,71.7,36.1,30.5,4.2,20.0,80.0,3.4,11.4,42.6,25.1,29.2,45.4,30.1,39.4,31.8,41.7,10.8,27.7,89.6,31.7,84.2,5.6,10.3,69.1,57.0,54.0,4.6,33.8,29.4,34.7,64.5,7.8,15.9,3.1,3.6,10.8,0.0,0.0,0.0,0.0,0.0,1.0
227,300.0,300.0,2017.0,51.2,34.74865,-92.27449,53.5,96.6,66.4,57.3,40.4,30.6,6.3,33.9,66.1,5.1,15.2,59.4,30.9,39.8,51.6,44.4,40.8,37.6,57.6,9.6,41.2,87.5,34.6,79.5,9.7,12.3,76.5,69.5,40.5,5.1,27.8,32.6,35.1,70.5,12.4,24.2,3.6,5.3,22.2,0.0,0.0,0.0,1.0,0.0,0.0
228,582.0,582.0,2017.0,55.9,38.66551,-80.71264,60.8,97.6,69.4,67.1,37.2,33.5,6.9,32.5,67.5,4.9,11.5,58.6,39.2,48.3,61.5,43.7,41.5,37.4,57.8,12.7,43.5,91.1,37.1,79.6,15.0,15.2,78.1,67.1,45.5,5.2,27.0,31.6,38.1,71.7,11.3,25.9,4.1,5.7,26.0,0.0,0.0,0.0,1.0,0.0,0.0
229,514.0,514.0,2017.0,43.1,40.06021,-82.40426,54.5,96.6,59.1,64.1,37.4,30.0,5.5,24.3,75.7,5.1,19.2,49.4,30.4,39.0,55.3,33.9,37.7,26.5,41.8,9.2,35.1,90.7,33.0,78.3,8.6,11.1,71.9,64.0,41.6,4.3,30.4,29.0,33.1,67.9,8.1,18.2,2.7,4.2,20.2,0.0,0.0,0.0,0.0,1.0,0.0
230,411.0,411.0,2017.0,53.4,31.31266,-92.44568,57.7,98.2,66.3,54.8,39.0,33.3,7.1,35.5,64.5,3.8,13.9,57.9,31.6,38.5,52.0,44.5,45.3,43.1,54.1,11.8,37.8,91.2,36.2,83.5,10.5,14.3,76.7,65.9,37.9,5.9,30.4,33.5,36.5,67.1,8.9,25.0,3.8,5.4,21.0,0.0,0.0,0.0,0.0,0.0,1.0
231,317.0,317.0,2017.0,56.6,34.74865,-92.27449,52.3,99.8,80.8,40.5,43.0,40.1,7.4,46.9,53.1,3.6666666666666665,14.7,72.6,29.1,38.3,57.7,50.0,38.4,60.6,72.5,14.4,47.7,91.9,26.5,82.9,6.4,12.9,94.2,70.0,34.9,5.2,20.6,32.4,45.0,76.6,13.1,24.7,3.8,5.1,22.8,0.0,1.0,0.0,0.0,0.0,0.0
232,237.0,237.0,2021.0,45.7,37.63864,-121.0,53.3,98.6,59.9,65.3,28.2,23.9,5.6,21.2,78.8,3.6,11.2,44.2,23.8,32.8,42.5,28.7,29.5,29.1,41.9,10.6,27.1,93.5,33.7,81.5,4.7,11.7,64.6,62.3,47.0,5.4,39.2,22.0,28.7,58.0,7.9,16.5,3.3,3.6,6.4,0.0,0.0,0.0,0.0,0.0,1.0
233,532.0,532.0,2017.0,43.9,33.99882,-81.04537,48.3,97.2,67.6,64.2,29.0,29.0,5.7,28.0,72.0,5.2,21.3,51.0,23.9,32.5,49.1,36.5,32.8,29.9,47.8,6.3,40.2,90.0,35.3,74.4,6.7,13.4,76.8,64.6,37.9,3.6,26.5,26.1,33.0,72.5,20.1,18.9,2.4,3.7,21.8,0.0,0.0,1.0,0.0,0.0,0.0
234,82.0,82.0,2021.0,41.9,40.48501,-88.99771,63.1,91.2,58.5,71.8,34.5,31.9,4.966666666666667,22.366666666666664,75.3,5.0,11.6,31.7,26.4,28.7,49.7,26.9,46.9,34.6,62.0,9.6,37.8,89.1,31.3,84.1,7.3,14.6,69.2,51.4,42.6,4.5,25.8,34.0,38.1,72.6,6.4,17.4,2.9,3.5,13.8,0.0,1.0,0.0,0.0,0.0,0.0
235,202.0,202.0,2021.0,40.7,41.64104,-99.36572,49.8,97.0,59.4,71.1,33.4,34.9,4.0,19.6,80.4,4.6,19.5,38.6,24.2,33.5,44.9,26.0,34.0,23.4,34.5,8.2,31.7,86.5,34.8,79.6,5.6,9.6,68.2,64.0,50.9,4.1,27.6,24.2,35.9,71.0,10.3,13.9,2.3,3.1,13.4,0.0,0.0,0.0,1.0,0.0,0.0
236,210.0,210.0,2021.0,45.5,38.63579,-92.5663,55.8,96.7,60.2,69.2,36.9,32.2,5.1,22.7,77.3,4.2,11.5,46.6,32.5,40.5,58.6,31.7,34.9,32.9,42.0,11.7,32.2,91.8,34.0,84.1,10.4,10.1,73.9,61.4,49.7,5.9,33.4,25.6,36.6,64.7,10.4,18.1,3.3,4.2,16.4,0.0,0.0,0.0,0.0,0.0,1.0
237,111.0,111.0,2021.0,37.7,44.66132,-84.71439,48.7,95.8,61.8,68.6,25.1,32.9,4.4,22.3,77.7,5.6,20.2,41.8,25.6,34.6,45.2,26.5,27.5,26.1,40.6,8.2,38.2,90.0,38.5,75.4,6.8,11.3,76.6,65.4,44.1,4.0,25.2,19.0,33.9,73.0,8.5,14.9,2.6,3.3,18.2,0.0,0.0,1.0,0.0,0.0,0.0
238,198.0,198.0,2021.0,55.2,37.64597,-84.77497,49.0,94.3,63.7,64.1,32.4,35.3,6.3,30.8,69.2,6.4,16.6,42.5,25.1,31.8,41.6,39.0,36.8,32.4,43.0,8.3,42.3,86.1,37.9,80.1,9.8,14.4,75.5,59.4,36.3,4.3,22.1,28.7,39.8,75.7,6.8,21.4,3.1,4.3,20.0,0.0,0.0,1.0,0.0,0.0,0.0
239,290.0,290.0,2021.0,45.8,32.84057,-86.63186,58.3,97.5,67.0,68.0,42.6,28.4,5.8,26.7,73.3,5.2,12.4,48.3,35.6,44.1,58.1,36.0,42.5,32.9,38.6,9.9,41.8,90.3,43.2,83.8,10.2,13.7,75.5,68.8,45.2,5.4,28.2,31.0,36.8,70.1,10.6,18.6,3.3,4.5,17.9,0.0,0.0,0.0,0.0,1.0,0.0
240,327.0,327.0,2017.0,44.7,37.63864,-121.0,54.5,96.0,73.3,40.3,31.9,35.3,7.4,33.1,66.9,4.2,13.3,62.3,26.2,41.1,49.666666666666664,39.3,31.2,48.8,39.3,13.8,46.0,95.6,23.2,68.4,8.6,14.8,70.60000000000001,64.13333333333333,29.9,4.1,26.7,24.6,33.7,72.9,8.2,21.1,3.1,4.7,17.5,0.0,1.0,0.0,0.0,0.0,0.0
241,118.0,118.0,2021.0,40.4,39.29058,-76.60926,56.2,98.2,61.8,73.6,31.6,31.8,4.5,20.0,80.0,3.4,10.0,42.4,29.3,37.4,49.4,26.9,33.9,33.4,36.5,12.5,33.7,94.7,37.7,81.5,5.9,10.5,72.6,64.6,53.3,4.9,32.7,24.7,35.3,65.2,7.0,14.5,2.7,3.3,8.6,0.0,0.0,0.0,0.0,0.0,1.0
242,529.0,529.0,2017.0,40.9,41.70828,-71.52247,50.7,98.4,63.5,64.3,32.3,28.2,4.9,22.3,77.7,4.9,18.0,50.7,27.5,33.3,51.5,30.1,35.1,28.0,43.7,12.3,33.0,93.3,31.1,81.2,7.5,8.9,73.3,68.0,46.6,4.5,33.6,26.3,30.0,64.9,8.9,17.2,3.0,4.2,15.0,0.0,0.0,0.0,1.0,0.0,0.0
243,585.0,585.0,2017.0,45.4,43.23554,-108.10983,43.2,92.8,57.0,54.5,35.6,30.4,4.6,21.2,78.8,6.5,22.8,43.9,23.7,34.5,43.7,29.6,36.9,20.4,42.2,6.7,33.9,85.6,29.6,65.0,5.9,9.7,67.2,59.1,33.0,2.8,27.7,28.0,29.5,70.6,19.4,14.6,2.2,3.2,19.0,0.0,0.0,1.0,0.0,0.0,0.0
244,92.0,92.0,2021.0,53.1,35.46622,-79.15925,55.6,96.0,86.0,67.4,32.9,47.2,5.9,30.4,69.6,3.5,10.4,45.4,28.3,35.9,46.8,35.1,31.1,51.3,51.4,11.7,45.4,91.1,35.5,85.6,8.7,19.4,83.7,61.0,42.9,4.7,21.1,26.1,51.5,78.3,9.7,19.3,3.0,3.7,17.1,0.0,1.0,0.0,0.0,0.0,0.0
245,471.0,471.0,2017.0,41.0,41.64104,-99.36572,54.5,95.7,59.1,65.8,31.3,28.3,4.6,20.3,79.7,3.3,14.2,50.0,27.3,34.2,55.6,30.0,32.5,23.7,40.1,10.3,27.8,90.7,29.4,84.1,6.5,9.9,62.2,61.3,51.9,4.2,35.0,25.0,32.3,62.4,13.3,15.8,2.5,3.7,14.5,0.0,0.0,0.0,0.0,0.0,1.0
246,507.0,507.0,2017.0,37.7,42.827,-75.54397,48.4,97.2,55.6,58.0,30.8,27.0,5.0,25.2,74.8,4.1,17.5,51.0,22.6,34.8,43.9,35.0,34.6,32.1,43.4,9.2,29.4,92.4,31.5,75.6,5.3,10.4,67.4,60.7,40.9,3.9,36.5,27.1,25.7,61.3,11.7,17.3,2.4,3.7,14.1,0.0,0.0,0.0,1.0,0.0,0.0
247,41.0,41.0,2021.0,53.9,35.47203,-97.52107,51.1,96.6,64.9,68.0,38.8,33.2,5.0,29.4,70.6,4.4,11.9,46.5,27.1,33.6,50.5,35.9,36.6,36.0,50.1,10.9,38.9,84.9,37.9,77.7,7.8,12.8,79.0,68.1,41.2,5.3,26.2,28.3,39.4,71.9,14.3,19.9,3.0,3.9,16.9,0.0,0.0,0.0,1.0,0.0,0.0
248,211.0,211.0,2021.0,57.9,32.74551,-89.53803,49.2,96.7,73.3,61.3,36.7,30.8,5.7,37.9,62.1,5.4,17.6,38.4,27.1,33.4,46.5,39.7,35.1,39.5,42.7,7.5,45.2,87.4,39.0,80.8,7.6,14.4,79.9,66.8,35.2,3.7,24.3,27.5,36.7,74.2,15.8,20.6,2.4,3.7,20.7,0.0,0.0,1.0,0.0,0.0,0.0
249,312.0,312.0,2017.0,49.8,32.84057,-86.63186,58.9,96.7,67.6,60.0,40.0,29.2,6.9,34.6,65.4,3.8,12.4,56.6,33.3,40.6,57.9,42.3,44.5,38.9,55.9,10.9,41.9,91.7,34.9,81.1,10.8,14.2,78.6,67.1,39.9,4.8,28.6,32.0,36.3,70.2,17.3,23.3,3.5,5.1,20.9,0.0,0.0,0.0,1.0,0.0,0.0
250,259.0,259.0,2021.0,46.2,38.63579,-92.5663,52.2,96.5,59.6,69.9,34.8,32.7,5.2,24.1,75.9,5.1,16.6,43.9,29.1,35.4,52.1,32.2,34.1,30.3,39.1,9.4,35.1,89.4,36.1,79.7,8.5,11.3,72.9,62.8,45.5,4.9,29.4,25.3,37.2,69.2,12.2,17.4,3.0,3.9,17.3,0.0,0.0,0.0,1.0,0.0,0.0
251,146.0,146.0,2021.0,56.2,37.64597,-84.77497,56.7,95.5,64.3,64.5,37.3,35.5,6.7,33.1,66.9,5.3,12.6,48.7,31.1,38.1,53.1,40.1,40.2,36.4,47.3,11.7,39.9,88.8,37.5,81.8,10.9,13.8,76.9,63.6,40.7,5.4,25.4,30.5,40.3,72.3,5.5,22.6,3.7,4.8,19.6,0.0,0.0,0.0,1.0,0.0,0.0
